
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 200.00000000000003
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/17/2025 19:39:49
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 5
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, e5e2880e-e5f3-45ed-b714-54b73297a2c9
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 200.00000000000003
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.2E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 3.3E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.00364963503649635
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.00364963503649635
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.00364963503649635
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.00364963503649635
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.00364963503649635
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V-t Sampling
Dimension1, 100001, 100001
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.01616, 1.8432E-07
DataValue, 0.01873, 1.7078E-07
DataValue, 0.022650000000000003, 1.5594E-07
DataValue, 0.02663, 1.4417999999999999E-07
DataValue, 0.030640000000000004, 1.357E-07
DataValue, 0.03463, 1.2713999999999999E-07
DataValue, 0.03864, 1.2098E-07
DataValue, 0.04263, 1.1739999999999999E-07
DataValue, 0.04664, 1.1394E-07
DataValue, 0.05063, 1.1114E-07
DataValue, 0.05464, 1.068E-07
DataValue, 0.058980000000000005, 1.038E-07
DataValue, 0.06264, 1.0086E-07
DataValue, 0.06908, 9.67606E-08
DataValue, 0.07664, 9.3537799999999989E-08
DataValue, 0.084630000000000011, 9.0148599999999987E-08
DataValue, 0.09259, 8.6552599999999986E-08
DataValue, 0.10063000000000001, 8.45328E-08
DataValue, 0.10864000000000001, 8.1957799999999988E-08
DataValue, 0.11663000000000001, 8.0574199999999988E-08
DataValue, 0.12464000000000002, 7.8223599999999991E-08
DataValue, 0.13263, 7.55206E-08
DataValue, 0.14064000000000002, 7.3754599999999993E-08
DataValue, 0.14863, 7.1328799999999992E-08
DataValue, 0.15664, 6.953199999999999E-08
DataValue, 0.16463000000000003, 6.82516E-08
DataValue, 0.17264000000000002, 6.68486E-08
DataValue, 0.18063, 6.5481799999999993E-08
DataValue, 0.18864, 6.3720999999999992E-08
DataValue, 0.19663000000000003, 6.2307999999999991E-08
DataValue, 0.2046, 6.1073199999999991E-08
DataValue, 0.21263, 6.03912E-08
DataValue, 0.22064000000000003, 5.9434399999999997E-08
DataValue, 0.22863000000000003, 5.9010399999999992E-08
DataValue, 0.23660000000000003, 5.7545399999999992E-08
DataValue, 0.24463000000000001, 5.6681199999999994E-08
DataValue, 0.25264000000000003, 5.5909599999999994E-08
DataValue, 0.26063000000000003, 5.5299199999999995E-08
DataValue, 0.26865, 5.6438599999999992E-08
DataValue, 0.27663000000000004, 5.4555599999999994E-08
DataValue, 0.28464, 5.4319799999999995E-08
DataValue, 0.29263, 5.4803199999999995E-08
DataValue, 0.30064, 5.4351599999999994E-08
DataValue, 0.30858, 5.1979999999999993E-08
DataValue, 0.31664000000000003, 5.1158599999999993E-08
DataValue, 0.32463000000000003, 5.1402999999999994E-08
DataValue, 0.33264000000000005, 5.0557999999999995E-08
DataValue, 0.34063000000000004, 5.0846199999999995E-08
DataValue, 0.34865, 4.9680399999999994E-08
DataValue, 0.35663, 4.9544399999999992E-08
DataValue, 0.36464, 4.7586399999999995E-08
DataValue, 0.37258, 4.7798799999999993E-08
DataValue, 0.38064000000000003, 4.6947E-08
DataValue, 0.38863000000000003, 4.7043399999999995E-08
DataValue, 0.39664000000000005, 4.58352E-08
DataValue, 0.40463000000000005, 4.5840399999999994E-08
DataValue, 0.41265, 4.5301199999999994E-08
DataValue, 0.42063000000000006, 4.4632199999999996E-08
DataValue, 0.42865000000000003, 4.48284E-08
DataValue, 0.43663, 4.392E-08
DataValue, 0.44460000000000005, 4.3967999999999994E-08
DataValue, 0.45263000000000003, 4.34016E-08
DataValue, 0.46065000000000006, 4.27088E-08
DataValue, 0.46863000000000005, 4.2572999999999994E-08
DataValue, 0.47664000000000006, 4.2848399999999996E-08
DataValue, 0.48463000000000006, 4.1826999999999995E-08
DataValue, 0.49265000000000003, 4.0860199999999994E-08
DataValue, 0.50063, 4.0417799999999994E-08
DataValue, 0.50865, 4.0486599999999995E-08
DataValue, 0.51663, 4.01108E-08
DataValue, 0.52464, 3.9850799999999993E-08
DataValue, 0.53263, 3.9709999999999996E-08
DataValue, 0.54064, 3.9595E-08
DataValue, 0.54863000000000006, 3.8533799999999995E-08
DataValue, 0.55665000000000009, 3.8568199999999996E-08
DataValue, 0.56463000000000008, 3.7909E-08
DataValue, 0.57265, 3.81164E-08
DataValue, 0.58063000000000009, 3.7681799999999995E-08
DataValue, 0.58865, 3.75958E-08
DataValue, 0.59662, 3.64008E-08
DataValue, 0.60464000000000007, 3.69636E-08
DataValue, 0.61263, 3.64266E-08
DataValue, 0.6206, 3.7040999999999994E-08
DataValue, 0.62863, 3.7247199999999994E-08
DataValue, 0.6366, 3.72024E-08
DataValue, 0.64463, 3.64042E-08
DataValue, 0.65264, 3.62768E-08
DataValue, 0.66063, 3.55932E-08
DataValue, 0.66865000000000008, 3.6417399999999996E-08
DataValue, 0.67663000000000006, 3.61236E-08
DataValue, 0.68464, 3.5695199999999994E-08
DataValue, 0.69263000000000008, 3.5269199999999994E-08
DataValue, 0.70064, 3.46614E-08
DataValue, 0.70863000000000009, 3.5342E-08
DataValue, 0.71664, 3.4916399999999995E-08
DataValue, 0.72463000000000011, 3.5008799999999995E-08
DataValue, 0.73264000000000007, 3.5372599999999993E-08
DataValue, 0.74063, 3.5336399999999995E-08
DataValue, 0.74865, 3.4569199999999994E-08
DataValue, 0.75668, 3.5381E-08
DataValue, 0.76460000000000006, 3.50992E-08
DataValue, 0.77258, 3.44042E-08
DataValue, 0.78064000000000011, 3.4354799999999995E-08
DataValue, 0.78863, 3.3852799999999995E-08
DataValue, 0.79664, 3.40766E-08
DataValue, 0.80463000000000007, 3.4015799999999994E-08
DataValue, 0.81264, 3.3322399999999994E-08
DataValue, 0.82058000000000009, 3.2887999999999996E-08
DataValue, 0.82860000000000011, 3.3402E-08
DataValue, 0.8366300000000001, 3.3673999999999994E-08
DataValue, 0.84465000000000012, 3.34206E-08
DataValue, 0.85258000000000012, 3.2968399999999996E-08
DataValue, 0.86064000000000007, 3.31378E-08
DataValue, 0.86863000000000012, 3.26796E-08
DataValue, 0.87665, 3.3216E-08
DataValue, 0.88458, 3.3288399999999995E-08
DataValue, 0.89265, 3.2412799999999996E-08
DataValue, 0.90063, 3.2074999999999994E-08
DataValue, 0.90994000000000008, 3.2145399999999996E-08
DataValue, 0.91693, 3.20934E-08
DataValue, 0.92460000000000009, 3.2143199999999996E-08
DataValue, 0.93263000000000007, 3.17996E-08
DataValue, 0.94064, 3.16192E-08
DataValue, 0.94863000000000008, 3.1816E-08
DataValue, 0.95664, 3.2369E-08
DataValue, 0.9646300000000001, 3.24028E-08
DataValue, 0.97264000000000006, 3.16378E-08
DataValue, 0.98063000000000011, 3.1799799999999996E-08
DataValue, 0.98865, 3.18362E-08
DataValue, 0.99658000000000013, 3.2121399999999995E-08
DataValue, 1.00465, 3.16294E-08
DataValue, 1.0126300000000001, 3.1264999999999996E-08
DataValue, 1.02065, 3.1754599999999994E-08
DataValue, 1.02858, 3.2081599999999994E-08
DataValue, 1.0365900000000001, 3.14184E-08
DataValue, 1.04471, 3.13874E-08
DataValue, 1.05265, 3.19292E-08
DataValue, 1.0606300000000002, 3.14606E-08
DataValue, 1.06865, 3.10718E-08
DataValue, 1.0766300000000002, 3.09076E-08
DataValue, 1.0846, 3.1402399999999994E-08
DataValue, 1.09263, 3.0659599999999996E-08
DataValue, 1.1006, 3.10438E-08
DataValue, 1.10863, 3.0749799999999997E-08
DataValue, 1.11664, 3.0655399999999994E-08
DataValue, 1.12463, 3.038E-08
DataValue, 1.13264, 3.0892199999999994E-08
DataValue, 1.1405800000000002, 3.02882E-08
DataValue, 1.14864, 3.07908E-08
DataValue, 1.15663, 3.06866E-08
DataValue, 1.1646400000000001, 3.02836E-08
DataValue, 1.17263, 3.0385199999999995E-08
DataValue, 1.1806400000000001, 3.0088799999999995E-08
DataValue, 1.18863, 3.06446E-08
DataValue, 1.19665, 2.9435199999999996E-08
DataValue, 1.20463, 3.0044399999999996E-08
DataValue, 1.2126400000000002, 2.9625799999999996E-08
DataValue, 1.22062, 2.9522799999999998E-08
DataValue, 1.22862, 2.9213399999999997E-08
DataValue, 1.23839, 2.9294599999999997E-08
DataValue, 1.2466300000000001, 2.9108599999999998E-08
DataValue, 1.2546400000000002, 2.9557399999999996E-08
DataValue, 1.2626300000000001, 2.9627999999999996E-08
DataValue, 1.2706400000000002, 2.91378E-08
DataValue, 1.2786300000000002, 2.9380399999999998E-08
DataValue, 1.28664, 2.9466199999999998E-08
DataValue, 1.2946300000000002, 2.8538799999999997E-08
DataValue, 1.30264, 2.9256799999999998E-08
DataValue, 1.3106300000000002, 2.8779399999999998E-08
DataValue, 1.31864, 2.9245399999999997E-08
DataValue, 1.3266300000000002, 2.8163799999999996E-08
DataValue, 1.33464, 2.8549799999999997E-08
DataValue, 1.3426300000000002, 2.8310999999999998E-08
DataValue, 1.35064, 2.8020399999999997E-08
DataValue, 1.35863, 2.8367599999999998E-08
DataValue, 1.36664, 2.8221599999999998E-08
DataValue, 1.3746, 2.8576799999999998E-08
DataValue, 1.38263, 2.7939999999999997E-08
DataValue, 1.39064, 2.8347199999999997E-08
DataValue, 1.39863, 2.8408199999999996E-08
DataValue, 1.4066400000000001, 2.7760399999999997E-08
DataValue, 1.4145800000000002, 2.8897199999999998E-08
DataValue, 1.4226400000000001, 2.8435999999999997E-08
DataValue, 1.43063, 2.8254199999999997E-08
DataValue, 1.4386, 2.9961799999999996E-08
DataValue, 1.44663, 2.7452199999999997E-08
DataValue, 1.4546500000000002, 2.8309199999999996E-08
DataValue, 1.46263, 2.8294E-08
DataValue, 1.4706000000000001, 2.8170599999999996E-08
DataValue, 1.4788400000000002, 2.8058399999999997E-08
DataValue, 1.4866400000000002, 2.79008E-08
DataValue, 1.4946300000000001, 2.8530199999999996E-08
DataValue, 1.50259, 2.8103799999999997E-08
DataValue, 1.5106300000000001, 2.7544E-08
DataValue, 1.51865, 2.7067799999999997E-08
DataValue, 1.5266300000000002, 2.6862999999999997E-08
DataValue, 1.53465, 2.7404E-08
DataValue, 1.5426300000000002, 2.7881199999999998E-08
DataValue, 1.5506000000000002, 2.7071799999999998E-08
DataValue, 1.5586300000000002, 2.7096999999999998E-08
DataValue, 1.5666000000000002, 2.71612E-08
DataValue, 1.5746300000000002, 2.70094E-08
DataValue, 1.58264, 2.69028E-08
